id,created_at, user_id,text,lang,coordinates_type,coordinates_lat,coordinates_lon,place_id,place_name,place_country_code,retweet_count,favorite_count,_search_string,_search_loc_lat,_search_loc_lon,_search_loc_range,label,sentiment_classifier_score
Sun Feb 17 10:28:41 +0000 2019,2400198049,@insjoanbrossa delegation ready to board to participate in #ErasmusPlus mobility #YeuropeTimes @sepiegob� https://t.co/iBlwLHSUUa,en,None,None,None,37ded68f419372ee,None,ES,2,3,participate,41.309457,2.092745,1.0,NEG,POS,0.541
Sun Feb 17 10:28:41 +0000 2019,2400198049,@insjoanbrossa delegation ready to board to participate in #ErasmusPlus mobility #YeuropeTimes @sepiegob� https://t.co/iBlwLHSUUa,en,None,None,None,37ded68f419372ee,None,ES,2,3,participate,41.309457,2.092745,1.0,NEG,POS,0.541
1097080386860011521,Sun Feb 17 10:28:41 +0000 2019,2400198049,@insjoanbrossa delegation ready to board to participate in #ErasmusPlus mobility #YeuropeTimes @sepiegob� https://t.co/iBlwLHSUUa,en,None,None,None,37ded68f419372ee,None,ES,2,3,participate,41.309457,2.092745,1,NEG,0.14
1100060240224178177,Mon Feb 25 15:49:34 +0000 2019,130120505,"@oisinlunny It has been amazing to participate in the @4YFN_MWC sharing our experience with robotics, thank you for� https://t.co/XuMfDr8w6N",en,None,None,None,1a27537478dd8e38,None,ES,0,1,participate,41.37907,2.153966,2,NEG,0.022
1099743871922257927,Sun Feb 24 18:52:25 +0000 2019,13154262,"@MWCapital @Victoria_AGago @JOSEONDIVIELA Thanks for the invitation, it was great to participate",en,None,None,None,1a27537478dd8e38,None,ES,0,2,participate,41.37907,2.153966,2,NEG,0.086
1099738254398631936,Sun Feb 24 18:30:06 +0000 2019,745815350269382656,"It was honor to participate in the panel Technology Matters about how #blockchain, #AI, #Robotics and #SmartCities� https://t.co/xzN6OykgXi",en,None,None,None,1a27537478dd8e38,None,ES,9,21,participate,41.37907,2.153966,2,NEG,0.003
1098212679125225479,Wed Feb 20 13:28:01 +0000 2019,4143352583,"More than 1.600 students participate during the week at the Barcelona Spain Masters, thanks to the promotion progra� https://t.co/SgJIMNqZ1J",en,None,None,None,1a27537478dd8e38,None,ES,3,3,participate,41.37907,2.153966,2,NEG,0.009
1097895491814121472,Tue Feb 19 16:27:37 +0000 2019,1953948667,Open registrations for the #CampNouTournament in Barcelona. Participate with your soccer team and live the experien� https://t.co/IY5foJ43MD,en,Point,41.3809291,2.12235415,1a27537478dd8e38,None,ES,0,0,participate,41.376486,2.098896,2,NEG,0.033
1097895491814121472,Tue Feb 19 16:27:37 +0000 2019,1953948667,Open registrations for the #CampNouTournament in Barcelona. Participate with your soccer team and live the experien� https://t.co/IY5foJ43MD,en,Point,41.3809291,2.12235415,1a27537478dd8e38,None,ES,0,0,participate,41.373293,2.1331900000000004,2,NEG,0.033
1100060240224178177,Mon Feb 25 15:49:34 +0000 2019,130120505,"@oisinlunny It has been amazing to participate in the @4YFN_MWC sharing our experience with robotics, thank you for� https://t.co/XuMfDr8w6N",en,None,None,None,1a27537478dd8e38,None,ES,0,1,participate,41.378565,2.1454779999999998,2,NEG,0.022
